PlayedAt,TrackName,ArtistName,TrackId,TrackURL
"December 6, 2024 at 04:50PM",Fashion,Teto,0KeH4jaWKwZ4pNaBb0IW4g,https://open.spotify.com/track/0KeH4jaWKwZ4pNaBb0IW4g
"December 6, 2024 at 04:53PM",Mustang Preto,Teto,6Vgn3IEUkWs3d6og029Gtm,https://open.spotify.com/track/6Vgn3IEUkWs3d6og029Gtm
"December 6, 2024 at 04:55PM",Fim de Semana no Rio,Teto,7afaZ37wJJL6880z1NRgJS,https://open.spotify.com/track/7afaZ37wJJL6880z1NRgJS
"December 6, 2024 at 04:59PM",Vampiro,Matuê,6bTdZ7xfKp3NqqADJ8HLyj,https://open.spotify.com/track/6bTdZ7xfKp3NqqADJ8HLyj
"December 6, 2024 at 05:04PM",Anos Luz,Matuê,0GYPcKDlsb8WEtJkkKdtgH,https://open.spotify.com/track/0GYPcKDlsb8WEtJkkKdtgH
"December 6, 2024 at 05:06PM",Antes,Matuê,2XymTaHTrQWDEuSyhfZvqF,https://open.spotify.com/track/2XymTaHTrQWDEuSyhfZvqF
"December 6, 2024 at 05:09PM",777-666,Matuê,3sGcETRMuAgcPgjDpIkgMn,https://open.spotify.com/track/3sGcETRMuAgcPgjDpIkgMn
"December 6, 2024 at 05:12PM",A Morte do Autotune,Matuê,4MF0VMffyxHsy3GZwwUnAs,https://open.spotify.com/track/4MF0VMffyxHsy3GZwwUnAs
"December 6, 2024 at 05:15PM",F* F* M*,Filipe Ret,0cHflpV8SSGbE0NKaasEfT,https://open.spotify.com/track/0cHflpV8SSGbE0NKaasEfT
"December 6, 2024 at 06:03PM",M4,Teto,07AQkmp456NpEnT8HR7WLy,https://open.spotify.com/track/07AQkmp456NpEnT8HR7WLy
"December 6, 2024 at 06:09PM",Barbarian,Juice WRLD,7EBy2V93Ykyvfc5CMApTGc,https://open.spotify.com/track/7EBy2V93Ykyvfc5CMApTGc
"December 6, 2024 at 06:12PM",Burn,Juice WRLD,1X8E4vVoOM3BpSQlEDSjjM,https://open.spotify.com/track/1X8E4vVoOM3BpSQlEDSjjM
"December 6, 2024 at 06:13PM",War,Filipe Ret,63400Pm7x5Awe4NH82oRYe,https://open.spotify.com/track/63400Pm7x5Awe4NH82oRYe
"December 6, 2024 at 06:15PM",Stay High,Juice WRLD,21CkzgKCBCq5V4XKjiGSIj,https://open.spotify.com/track/21CkzgKCBCq5V4XKjiGSIj
"December 6, 2024 at 06:17PM",Hurt Me,Juice WRLD,3XRQT7EoS4U87rUuJwg5P3,https://open.spotify.com/track/3XRQT7EoS4U87rUuJwg5P3
"December 6, 2024 at 06:19PM",Reminds Me Of You,Juice WRLD,5YSHygGN9D0mID1NsVd5my,https://open.spotify.com/track/5YSHygGN9D0mID1NsVd5my
"December 6, 2024 at 06:22PM",1400 / 999 Freestyle (feat. Juice WRLD),Trippie Redd,0axBgt9y0GvMCLuRl2xBKG,https://open.spotify.com/track/0axBgt9y0GvMCLuRl2xBKG
"December 6, 2024 at 06:25PM",Armed And Dangerous,Juice WRLD,5wujBwqG7INdStqGd4tRMX,https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX
"December 6, 2024 at 06:28PM",Lean Wit Me,Juice WRLD,3oDkdAySo1VQQG0ptV7uwa,https://open.spotify.com/track/3oDkdAySo1VQQG0ptV7uwa
"December 6, 2024 at 06:32PM",Empty,Juice WRLD,3T06rGO2dVEntMvym0vpQu,https://open.spotify.com/track/3T06rGO2dVEntMvym0vpQu
"December 6, 2024 at 06:35PM",Conversations,Juice WRLD,4K06PO78fW4mnBVenxGNob,https://open.spotify.com/track/4K06PO78fW4mnBVenxGNob
"December 6, 2024 at 06:38PM",Come & Go (with Marshmello),Juice WRLD,2Y0wPrPQBrGhoLn14xRYCG,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
"December 6, 2024 at 06:42PM",Righteous,Juice WRLD,5dOxHHMOFAbG3VH23t0xNm,https://open.spotify.com/track/5dOxHHMOFAbG3VH23t0xNm
"December 6, 2024 at 06:45PM",Wishing Well,Juice WRLD,2U5WueTLIK5WJLD7mvDODv,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
"December 6, 2024 at 07:40PM",Both Ways,Juice WRLD,2FRc9wqgIjg2E3bH13ww6U,https://open.spotify.com/track/2FRc9wqgIjg2E3bH13ww6U
"December 6, 2024 at 07:43PM",Legends,Juice WRLD,1Knctxx9vGZxpZfF66BIEa,https://open.spotify.com/track/1Knctxx9vGZxpZfF66BIEa
"December 6, 2024 at 08:07PM",Voando Num Cisne Negro,Filipe Ret,45eASeDwKCiuTlVUl86jzh,https://open.spotify.com/track/45eASeDwKCiuTlVUl86jzh
"December 6, 2024 at 08:10PM",CABARÉ,MC Cabelinho,1ipq5t79xMo4rRzhiJQquc,https://open.spotify.com/track/1ipq5t79xMo4rRzhiJQquc
"December 6, 2024 at 08:13PM",De Alta,Matuê,0JqPJC8pDM8bSWhD85hegc,https://open.spotify.com/track/0JqPJC8pDM8bSWhD85hegc
"December 6, 2024 at 08:15PM",XUXA,Derek,41Z9TyAfjU0D7POHtC6viq,https://open.spotify.com/track/41Z9TyAfjU0D7POHtC6viq
"December 6, 2024 at 08:18PM",100 Placas,Matuê,0H9zRoFnz8NFfnEEt9X7Gt,https://open.spotify.com/track/0H9zRoFnz8NFfnEEt9X7Gt
"December 6, 2024 at 08:24PM",Vizão de Cria 3,Caio Luccas,7BE8gYIIFPJsx3EjXk77yT,https://open.spotify.com/track/7BE8gYIIFPJsx3EjXk77yT
"December 6, 2024 at 08:25PM",Ryan,"Ryu, The Runner",5c7k334V65gqCX1fOltCq9,https://open.spotify.com/track/5c7k334V65gqCX1fOltCq9
"December 6, 2024 at 08:29PM",Louco Pra Voltar,Filipe Ret,3pDIXEO9O793DvllcSS0lc,https://open.spotify.com/track/3pDIXEO9O793DvllcSS0lc
"December 6, 2024 at 08:31PM",AMOR E ÓDIO,Alee,2MmBM00sjTbQgodiiPqaTA,https://open.spotify.com/track/2MmBM00sjTbQgodiiPqaTA
"December 6, 2024 at 08:34PM",Favorita,Volp,1wtfZcywQbynryjXGBNfMQ,https://open.spotify.com/track/1wtfZcywQbynryjXGBNfMQ
"December 6, 2024 at 08:38PM",BARRAS & BARRAS,Derek,0EZGsX2nm3vSVPQasE1r8N,https://open.spotify.com/track/0EZGsX2nm3vSVPQasE1r8N
"December 6, 2024 at 08:41PM",Detalhes,Veigh,5dkytCgrODAV4HzGy0Sl94,https://open.spotify.com/track/5dkytCgrODAV4HzGy0Sl94
"December 6, 2024 at 08:44PM",Os Menino da Nova,Supernova Ent,1okn8NTTHVQuP4hghJi2Ec,https://open.spotify.com/track/1okn8NTTHVQuP4hghJi2Ec
"December 6, 2024 at 08:46PM",JETTA,Kyan,6FyFwOR7UegmHPcRxgk7hE,https://open.spotify.com/track/6FyFwOR7UegmHPcRxgk7hE
"December 6, 2024 at 08:50PM",H. O. R. T. A,Matuê,5q4hfYxvlDZxia6U5Y0eh0,https://open.spotify.com/track/5q4hfYxvlDZxia6U5Y0eh0
"December 6, 2024 at 08:53PM",Quero Paz,Filipe Ret,2jtg6PA6LmQQa7fS0a7MbF,https://open.spotify.com/track/2jtg6PA6LmQQa7fS0a7MbF
"December 6, 2024 at 08:55PM",PASSADO DE UM VILÃO,Alee,5gXH6r92zVkhgP1BF73J4b,https://open.spotify.com/track/5gXH6r92zVkhgP1BF73J4b
"December 6, 2024 at 08:58PM",Crack com Mussilon,Matuê,4ssHL7bSnOAE7HjiuLx6Co,https://open.spotify.com/track/4ssHL7bSnOAE7HjiuLx6Co
"December 6, 2024 at 09:01PM",Imagina esse Cenário,Matuê,2fjqfFUq64thFsqfKN01kS,https://open.spotify.com/track/2fjqfFUq64thFsqfKN01kS
"December 6, 2024 at 09:03PM",Crack com Mussilon,Matuê,4ssHL7bSnOAE7HjiuLx6Co,https://open.spotify.com/track/4ssHL7bSnOAE7HjiuLx6Co
"December 6, 2024 at 09:06PM",F* F* M*,Filipe Ret,0cHflpV8SSGbE0NKaasEfT,https://open.spotify.com/track/0cHflpV8SSGbE0NKaasEfT
"December 6, 2024 at 09:08PM",Vibe Infinita,Filipe Ret,3zZzG8v295s437L9X8qjlZ,https://open.spotify.com/track/3zZzG8v295s437L9X8qjlZ
"December 6, 2024 at 09:11PM",Distante,MD Chefe,7oE08PPqw5XozzHUv1P9XD,https://open.spotify.com/track/7oE08PPqw5XozzHUv1P9XD
"December 6, 2024 at 09:14PM",A Morte do Autotune,Matuê,4MF0VMffyxHsy3GZwwUnAs,https://open.spotify.com/track/4MF0VMffyxHsy3GZwwUnAs
"December 6, 2024 at 09:19PM",Tudo do Melhor,Filipe Ret,4sfslUCiSjOBJZcu08U1qb,https://open.spotify.com/track/4sfslUCiSjOBJZcu08U1qb
"December 6, 2024 at 09:22PM",EM DIREÇÃO DO SOL,Brandão85,70E9Lkot8OBYwqAk33ZZzi,https://open.spotify.com/track/70E9Lkot8OBYwqAk33ZZzi
"December 6, 2024 at 09:26PM",São Paulo,Yuri NR5,20cn2KYYgyuxXRC3WynYZn,https://open.spotify.com/track/20cn2KYYgyuxXRC3WynYZn
"December 6, 2024 at 09:28PM",Miragem,Brocasito,4pkDSLdWBdKLMwMdAvYIiD,https://open.spotify.com/track/4pkDSLdWBdKLMwMdAvYIiD
"December 6, 2024 at 09:32PM",Sem Compaixão,Leviano,1JY0M9yLPgv9VChWoCunYX,https://open.spotify.com/track/1JY0M9yLPgv9VChWoCunYX
"December 6, 2024 at 09:37PM",333,Matuê,0qsKefQyXCzaxjHbOcd8IU,https://open.spotify.com/track/0qsKefQyXCzaxjHbOcd8IU
"December 6, 2024 at 09:40PM",Beyoncé 2,"Ryu, The Runner",48yfdCj8t8WuoITwpSXRcQ,https://open.spotify.com/track/48yfdCj8t8WuoITwpSXRcQ
"December 6, 2024 at 09:42PM",Stripper,Jé,0fM8ZFrFyBYvd3rWvWdynT,https://open.spotify.com/track/0fM8ZFrFyBYvd3rWvWdynT
"December 6, 2024 at 09:45PM",Quer Voar,Matuê,7aZusA4cWXz3Wv9e9uhavz,https://open.spotify.com/track/7aZusA4cWXz3Wv9e9uhavz
"December 6, 2024 at 09:48PM",Não Desista Agora,Filipe Ret,0n9b7WrRRZkTy8CfXjbZb4,https://open.spotify.com/track/0n9b7WrRRZkTy8CfXjbZb4
"December 6, 2024 at 09:52PM",Carro Forte,BIN,1TL33F4bcT9fZPSqvUbFV5,https://open.spotify.com/track/1TL33F4bcT9fZPSqvUbFV5
"December 6, 2024 at 09:59PM",ROMÂNTICO,Chico da Tina,78QgKYsAWfHPRsJ48IoaCx,https://open.spotify.com/track/78QgKYsAWfHPRsJ48IoaCx
"December 6, 2024 at 10:01PM",AMOR E ÓDIO,Alee,2MmBM00sjTbQgodiiPqaTA,https://open.spotify.com/track/2MmBM00sjTbQgodiiPqaTA
"December 6, 2024 at 10:03PM",Crack com Mussilon,Matuê,4ssHL7bSnOAE7HjiuLx6Co,https://open.spotify.com/track/4ssHL7bSnOAE7HjiuLx6Co
"December 6, 2024 at 10:06PM",Guala,WIU,5emXCWhIK8qnUJeB2CCcIl,https://open.spotify.com/track/5emXCWhIK8qnUJeB2CCcIl
"December 6, 2024 at 10:11PM",H. O. R. T. A,Matuê,5q4hfYxvlDZxia6U5Y0eh0,https://open.spotify.com/track/5q4hfYxvlDZxia6U5Y0eh0
"December 6, 2024 at 10:13PM",Nois é Nois,Veigh,1k1egPmIPWQ0J44PWgMDwA,https://open.spotify.com/track/1k1egPmIPWQ0J44PWgMDwA
"December 6, 2024 at 10:16PM",Mini Game,Mu540,4IVbbHg8tOBMx0ltNwGXFQ,https://open.spotify.com/track/4IVbbHg8tOBMx0ltNwGXFQ
"December 6, 2024 at 10:19PM",PRETINHO UVA,Brandão85,4lc1z9qaAfR0NEyoX4Ob1A,https://open.spotify.com/track/4lc1z9qaAfR0NEyoX4Ob1A
"December 6, 2024 at 10:21PM",Londres Freestyle,Veigh,5E6J5d0GB3yowau3SYig6F,https://open.spotify.com/track/5E6J5d0GB3yowau3SYig6F
"December 6, 2024 at 10:24PM",MODELO CUBANA,Brandão85,47WWzlTlLrvHFYnBSBorbi,https://open.spotify.com/track/47WWzlTlLrvHFYnBSBorbi
"December 6, 2024 at 10:27PM",Tava Bom,Mateca,78vcgnlsXbztZDZC9R5FUp,https://open.spotify.com/track/78vcgnlsXbztZDZC9R5FUp
"December 6, 2024 at 10:30PM",Perdoa Por Tudo Vida,Veigh,77uKOPe9LycSfrXCKqfJp2,https://open.spotify.com/track/77uKOPe9LycSfrXCKqfJp2
"December 6, 2024 at 10:32PM",Drill Clássico,Chico da Tina,3Z1O1a9O3uQmO0HrX8MrU2,https://open.spotify.com/track/3Z1O1a9O3uQmO0HrX8MrU2
"December 6, 2024 at 10:35PM",brinks!,Kyan,3QOYcmlQz9xu9XRToik7oc,https://open.spotify.com/track/3QOYcmlQz9xu9XRToik7oc
"December 6, 2024 at 10:38PM",Trem Bala,Filipe Ret,5FMGxAsvNJGvrP8J5Z4uKN,https://open.spotify.com/track/5FMGxAsvNJGvrP8J5Z4uKN
"December 6, 2024 at 10:41PM",7 da Sorte,Veigh,6BD0tVP2lRt5gWWeEh29mv,https://open.spotify.com/track/6BD0tVP2lRt5gWWeEh29mv
"December 6, 2024 at 10:45PM",ESPAÇONAVE,Brandão85,4pwKy99a1IhAwjekz8Zf0c,https://open.spotify.com/track/4pwKy99a1IhAwjekz8Zf0c
"December 6, 2024 at 10:48PM",Minha Vida é um Filme,Teto,0FBV7lozkqCSuV2q24n43x,https://open.spotify.com/track/0FBV7lozkqCSuV2q24n43x
"December 6, 2024 at 10:51PM",Armários,Chico da Tina,4pZBD3PEGNTQNkhGnWsggr,https://open.spotify.com/track/4pZBD3PEGNTQNkhGnWsggr
"December 6, 2024 at 10:54PM",Lenda,Filipe Ret,4s9dSsjUpZDSh1NWi8hLcF,https://open.spotify.com/track/4s9dSsjUpZDSh1NWi8hLcF
"December 6, 2024 at 10:57PM",F#ck Forex,Chico da Tina,53d6TZcyNBkScisiaqMrXD,https://open.spotify.com/track/53d6TZcyNBkScisiaqMrXD
"December 6, 2024 at 10:59PM",Bang Bang (feat. Matuê),Garena Free Fire,674zI66aNYezOTSy1xxg5l,https://open.spotify.com/track/674zI66aNYezOTSy1xxg5l
"December 6, 2024 at 11:02PM",Cheiro de Sexo,Tz da Coronel,475L05BT8k102evS4F1vx6,https://open.spotify.com/track/475L05BT8k102evS4F1vx6
"December 6, 2024 at 11:04PM",Dueto,Yunk Vino,2LyeFkeZJ1DJoXB0RlKRC7,https://open.spotify.com/track/2LyeFkeZJ1DJoXB0RlKRC7
"December 6, 2024 at 11:08PM",A Última Dança,Matuê,6Vv7VhPQoWJ8CzzmyRedm7,https://open.spotify.com/track/6Vv7VhPQoWJ8CzzmyRedm7
"December 6, 2024 at 11:10PM",Lista De Contato,Dudu,6HQG4Qek65p5TwbMalqN1M,https://open.spotify.com/track/6HQG4Qek65p5TwbMalqN1M
"December 6, 2024 at 11:13PM",Ballena,Vulgo FK,1Vy9Wn5sbiduZKBqBlH3Mc,https://open.spotify.com/track/1Vy9Wn5sbiduZKBqBlH3Mc
"December 6, 2024 at 11:16PM",Detalhes,Veigh,5dkytCgrODAV4HzGy0Sl94,https://open.spotify.com/track/5dkytCgrODAV4HzGy0Sl94
"December 6, 2024 at 11:18PM",Mandraka,Veigh,29uxcZEFonwiErtNvn0VXA,https://open.spotify.com/track/29uxcZEFonwiErtNvn0VXA
"December 6, 2024 at 11:24PM",Mustang Preto,Teto,6Vgn3IEUkWs3d6og029Gtm,https://open.spotify.com/track/6Vgn3IEUkWs3d6og029Gtm
"December 6, 2024 at 11:26PM",Baunilha,BIN,7j9VXymOY1GLQmXPcuaZmu,https://open.spotify.com/track/7j9VXymOY1GLQmXPcuaZmu
"December 6, 2024 at 11:29PM",Na Minha Blunt,BIN,22c34TVqA1nkCZrjtPLjmJ,https://open.spotify.com/track/22c34TVqA1nkCZrjtPLjmJ
"December 6, 2024 at 11:33PM",4Tal,Matuê,6OcZP4rUfuxms2r8Mwx5BQ,https://open.spotify.com/track/6OcZP4rUfuxms2r8Mwx5BQ
"December 6, 2024 at 11:35PM",Acima De Mim Só Deus,Filipe Ret,08adMS3hYWRQlYmUwGI5rB,https://open.spotify.com/track/08adMS3hYWRQlYmUwGI5rB
"December 6, 2024 at 11:39PM",Nós Combina,Mãolee,4ZrKyfCV1UcHuZjbLp03fM,https://open.spotify.com/track/4ZrKyfCV1UcHuZjbLp03fM
"December 6, 2024 at 11:41PM",Preferida,KayBlack,5TtTijiNYtFc6ktQARjY30,https://open.spotify.com/track/5TtTijiNYtFc6ktQARjY30
"December 6, 2024 at 11:43PM",Jeito Bandido,Veigh,0jNhLOtqo2ZaVv3JqbUg11,https://open.spotify.com/track/0jNhLOtqo2ZaVv3JqbUg11
"December 7, 2024 at 12:54AM",Graduation (with Juice WRLD),benny blanco,6cjSh516BbrNUs213jDAGm,https://open.spotify.com/track/6cjSh516BbrNUs213jDAGm
"December 7, 2024 at 12:57AM",7 Am Freestyle,Future,1hHe7cirScEJWgAS0JFqTL,https://open.spotify.com/track/1hHe7cirScEJWgAS0JFqTL
"December 7, 2024 at 01:01AM",Lucid Dreams,Juice WRLD,79CzbTOcQbkkkjLCPyn19y,https://open.spotify.com/track/79CzbTOcQbkkkjLCPyn19y
"December 7, 2024 at 01:11AM",Best Friend (with Fall Out Boy),Juice WRLD,2XXr2H3vrjhTeTWzTpnGq3,https://open.spotify.com/track/2XXr2H3vrjhTeTWzTpnGq3
"December 7, 2024 at 01:14AM",Misfit,Juice WRLD,4oFhT5d5TDTJnkc22hiczk,https://open.spotify.com/track/4oFhT5d5TDTJnkc22hiczk
"December 7, 2024 at 01:18AM",KTM Drip,Juice WRLD,0IWi2ZDDldYKBHYmG7mqPm,https://open.spotify.com/track/0IWi2ZDDldYKBHYmG7mqPm
"December 7, 2024 at 01:20AM",The Party Never Ends,Juice WRLD,33BBo7zULt3O7mgE3pWMM5,https://open.spotify.com/track/33BBo7zULt3O7mgE3pWMM5
"December 7, 2024 at 01:23AM",Rockstar In His Prime,Juice WRLD,2aaUTdC6YQqEZiQEk8wPxK,https://open.spotify.com/track/2aaUTdC6YQqEZiQEk8wPxK
"December 7, 2024 at 01:27AM",Robbery,Juice WRLD,6iaSML1PIYq936g62BDtBq,https://open.spotify.com/track/6iaSML1PIYq936g62BDtBq
"December 7, 2024 at 01:29AM",Condone It,Juice WRLD,5iG5cxNN8um3C4b4rDAWl8,https://open.spotify.com/track/5iG5cxNN8um3C4b4rDAWl8
"December 7, 2024 at 01:33AM",AGATS2 (Insecure) [with Nicki Minaj],Juice WRLD,2iVpUQJaQjOWGja05zyIj9,https://open.spotify.com/track/2iVpUQJaQjOWGja05zyIj9
"December 7, 2024 at 01:35AM",Glo’d Up,Juice WRLD,1KGJ5ozUB7XOgCJ73IBMz3,https://open.spotify.com/track/1KGJ5ozUB7XOgCJ73IBMz3
"December 7, 2024 at 01:37AM",Empty Out Your Pockets,Juice WRLD,2QxekHjOYDnzNO5w8hu2D9,https://open.spotify.com/track/2QxekHjOYDnzNO5w8hu2D9
"December 7, 2024 at 01:41AM",Girl Of My Dreams (with SUGA of BTS),Juice WRLD,59bY27SZQ4r25o02vqOhgC,https://open.spotify.com/track/59bY27SZQ4r25o02vqOhgC
"December 7, 2024 at 01:44AM",Burn,Juice WRLD,1X8E4vVoOM3BpSQlEDSjjM,https://open.spotify.com/track/1X8E4vVoOM3BpSQlEDSjjM
"December 7, 2024 at 01:46AM",Empty Out Your Pockets,Juice WRLD,2QxekHjOYDnzNO5w8hu2D9,https://open.spotify.com/track/2QxekHjOYDnzNO5w8hu2D9
"December 7, 2024 at 01:48AM",Hurt Me,Juice WRLD,3XRQT7EoS4U87rUuJwg5P3,https://open.spotify.com/track/3XRQT7EoS4U87rUuJwg5P3
"December 7, 2024 at 01:49AM",Karma - Skit,Juice WRLD,4X6R3oMU5vf0xQ43Dp1jUT,https://open.spotify.com/track/4X6R3oMU5vf0xQ43Dp1jUT
"December 7, 2024 at 01:52AM",Who Shot Cupid?,Juice WRLD,2xwwY0EN7dtnXzMU8xRDxX,https://open.spotify.com/track/2xwwY0EN7dtnXzMU8xRDxX
"December 7, 2024 at 01:56AM",WRLD On Drugs,Future,3xBHLZwRfi0fjO9euaj5zf,https://open.spotify.com/track/3xBHLZwRfi0fjO9euaj5zf
"December 7, 2024 at 02:00AM",I'll Be Fine,Juice WRLD,7JtbfHuAt6zsV1q41F5t6i,https://open.spotify.com/track/7JtbfHuAt6zsV1q41F5t6i
"December 7, 2024 at 02:03AM",The Light,Juice WRLD,6j5BK1cFX9TjJd5EXHGgAn,https://open.spotify.com/track/6j5BK1cFX9TjJd5EXHGgAn
"December 7, 2024 at 02:05AM",Lean Wit Me,Juice WRLD,2XzO7YBED34xaE0DxynNfx,https://open.spotify.com/track/2XzO7YBED34xaE0DxynNfx
"December 7, 2024 at 02:08AM",Maze,Juice WRLD,55XOUxXsBBbC07PD3Zml3F,https://open.spotify.com/track/55XOUxXsBBbC07PD3Zml3F
"December 7, 2024 at 02:11AM",Transformer (feat. Nicki Minaj),Future,2MfcvcvWSUkstTDZXYIakq,https://open.spotify.com/track/2MfcvcvWSUkstTDZXYIakq
"December 7, 2024 at 02:12AM",Intro,Juice WRLD,0y7jCiOP32uRsRrsO2FeUW,https://open.spotify.com/track/0y7jCiOP32uRsRrsO2FeUW
"December 7, 2024 at 02:16AM",Feeling,Juice WRLD,2uTrdatngtB000duMrfbiV,https://open.spotify.com/track/2uTrdatngtB000duMrfbiV
"December 7, 2024 at 02:18AM",No Issue,Future,7L95O7D34EWhwtDCQkwGMR,https://open.spotify.com/track/7L95O7D34EWhwtDCQkwGMR
"December 7, 2024 at 02:22AM",I'll Be Fine,Juice WRLD,2HgI1hSP8zfUJ1bkFSbKDN,https://open.spotify.com/track/2HgI1hSP8zfUJ1bkFSbKDN
"December 7, 2024 at 02:25AM",Candles,Juice WRLD,0tQbQWmD1XfeCvB66ojLWk,https://open.spotify.com/track/0tQbQWmD1XfeCvB66ojLWk
"December 7, 2024 at 02:28AM",She’s The One,Juice WRLD,6bfJggd4HFdzHzvZLQ5EDX,https://open.spotify.com/track/6bfJggd4HFdzHzvZLQ5EDX
"December 7, 2024 at 02:31AM",Cavalier,Juice WRLD,3GqB3q2lYK3qsvhghx92rS,https://open.spotify.com/track/3GqB3q2lYK3qsvhghx92rS
"December 7, 2024 at 02:34AM",Suicidal (feat. Juice WRLD) - Remix,YNW Melly,4S2uhQE8L9V6p7rj7SiauJ,https://open.spotify.com/track/4S2uhQE8L9V6p7rj7SiauJ
"December 7, 2024 at 02:36AM",Go Hard,Juice WRLD,6D1KDOoVRKLyGcxVBi13Ot,https://open.spotify.com/track/6D1KDOoVRKLyGcxVBi13Ot
"December 7, 2024 at 02:37AM",Karma - Skit,Juice WRLD,4TlZtoFcV9fKSxs3RVy9Td,https://open.spotify.com/track/4TlZtoFcV9fKSxs3RVy9Td
"December 7, 2024 at 02:40AM",Make Believe,Juice WRLD,1goNZsIE8w3NQOzlP40veh,https://open.spotify.com/track/1goNZsIE8w3NQOzlP40veh
"December 7, 2024 at 02:43AM",Voando Num Cisne Negro,Filipe Ret,45eASeDwKCiuTlVUl86jzh,https://open.spotify.com/track/45eASeDwKCiuTlVUl86jzh
"December 7, 2024 at 02:45AM",Vida Eterna,Filipe Ret,54uhguG9xPmCBB4NCbXaWw,https://open.spotify.com/track/54uhguG9xPmCBB4NCbXaWw
"December 7, 2024 at 02:48AM",Quando O Tempo Fechar,Filipe Ret,3Qmd1osh5bArdIRjhpafyz,https://open.spotify.com/track/3Qmd1osh5bArdIRjhpafyz
"December 7, 2024 at 11:59AM",Rainha da Finesse,WIU,1JgAwzPyaXdaTZrjHSEntY,https://open.spotify.com/track/1JgAwzPyaXdaTZrjHSEntY
"December 7, 2024 at 12:05PM",333,Matuê,0qsKefQyXCzaxjHbOcd8IU,https://open.spotify.com/track/0qsKefQyXCzaxjHbOcd8IU
"December 7, 2024 at 12:10PM",O Som,Matuê,4v0VOuuaZSQHjnjzkC3cnk,https://open.spotify.com/track/4v0VOuuaZSQHjnjzkC3cnk
"December 7, 2024 at 12:13PM",04AM,Matuê,2fTTmjyF7pfarDBAbsJkvb,https://open.spotify.com/track/2fTTmjyF7pfarDBAbsJkvb
"December 7, 2024 at 12:16PM",Imagina esse Cenário,Matuê,2fjqfFUq64thFsqfKN01kS,https://open.spotify.com/track/2fjqfFUq64thFsqfKN01kS
"December 7, 2024 at 12:18PM",You Wouldn't Understand,Juice WRLD,0veO6y9anwdVTaRuW7y8NJ,https://open.spotify.com/track/0veO6y9anwdVTaRuW7y8NJ
"December 7, 2024 at 12:24PM",Anos Luz,Matuê,0GYPcKDlsb8WEtJkkKdtgH,https://open.spotify.com/track/0GYPcKDlsb8WEtJkkKdtgH
"December 7, 2024 at 12:27PM",A Morte do Autotune,Matuê,4MF0VMffyxHsy3GZwwUnAs,https://open.spotify.com/track/4MF0VMffyxHsy3GZwwUnAs
"December 7, 2024 at 12:32PM",Anos Luz,Matuê,0GYPcKDlsb8WEtJkkKdtgH,https://open.spotify.com/track/0GYPcKDlsb8WEtJkkKdtgH
"December 7, 2024 at 12:35PM",ESSÊNCIA DE CRIA,MC Cabelinho,1iaPDgTbsKrlznVu13EWIf,https://open.spotify.com/track/1iaPDgTbsKrlznVu13EWIf
"December 7, 2024 at 12:39PM",PASSADO DE UM VILÃO,Alee,5gXH6r92zVkhgP1BF73J4b,https://open.spotify.com/track/5gXH6r92zVkhgP1BF73J4b
"December 7, 2024 at 12:51PM",Empty Out Your Pockets,Juice WRLD,2QxekHjOYDnzNO5w8hu2D9,https://open.spotify.com/track/2QxekHjOYDnzNO5w8hu2D9
"December 7, 2024 at 12:55PM",Vibe Infinita,Filipe Ret,3zZzG8v295s437L9X8qjlZ,https://open.spotify.com/track/3zZzG8v295s437L9X8qjlZ
"December 7, 2024 at 12:58PM",Empty Out Your Pockets,Juice WRLD,2QxekHjOYDnzNO5w8hu2D9,https://open.spotify.com/track/2QxekHjOYDnzNO5w8hu2D9
"December 7, 2024 at 01:15PM",O PREÇO,MC Cabelinho,3lIaXuKD47ioj7h7DXyjX8,https://open.spotify.com/track/3lIaXuKD47ioj7h7DXyjX8
"December 7, 2024 at 01:17PM",Crack com Mussilon,Matuê,4ssHL7bSnOAE7HjiuLx6Co,https://open.spotify.com/track/4ssHL7bSnOAE7HjiuLx6Co
"December 7, 2024 at 02:09PM",Imagina esse Cenário,Matuê,2fjqfFUq64thFsqfKN01kS,https://open.spotify.com/track/2fjqfFUq64thFsqfKN01kS
"December 7, 2024 at 02:15PM",333,Matuê,0qsKefQyXCzaxjHbOcd8IU,https://open.spotify.com/track/0qsKefQyXCzaxjHbOcd8IU
"December 7, 2024 at 02:19PM",Maria,Matuê,2ux3Sb90r5aA74nLMls1u0,https://open.spotify.com/track/2ux3Sb90r5aA74nLMls1u0
"December 7, 2024 at 02:25PM",04AM,Matuê,2fTTmjyF7pfarDBAbsJkvb,https://open.spotify.com/track/2fTTmjyF7pfarDBAbsJkvb
"December 7, 2024 at 04:03PM",Nemo,JayA Luuck,5d9VjXqrh4CyjDjVKYnOqZ,https://open.spotify.com/track/5d9VjXqrh4CyjDjVKYnOqZ
"December 7, 2024 at 04:06PM",Like This!,Matuê,49gGZLLm1d7fBFQkTqskXo,https://open.spotify.com/track/49gGZLLm1d7fBFQkTqskXo
"December 7, 2024 at 04:08PM",1993,Matuê,6QsHhB0W9GtLF3cI7mUVkQ,https://open.spotify.com/track/6QsHhB0W9GtLF3cI7mUVkQ
